movie_id,title,release_date,genres,overview
1389,Swept from the Sea (1997),27/6/1997,Drama,"Mondo is a homeless young boy, with a big smile, who wanders around Nice looking for food and a place to sleep."
1390,Hurricane Streets (1998),27/6/1997,Crime,
1391,Stonewall (1995),4/7/1997,Drama,"For Ever Mozart is an episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France. Director Jean-Luc Godard presents stories about this troop to ask how one can make art while slaughters like the one in Bosnia are taking place, and he throws in a strong critique of the European Union. For Ever Mozart is one of Godard's most disjointed and difficult films. Its stories sometimes seem to form a whole and at other times the links among them are unclear. One gets the impression that in each episode Godard attempts to start a film only to come to the conclusion that it is impossible to continue. It features some of the most beautiful shots of tanks in the cinema."
1392,Of Human Bondage (1934),1/1/1997,Drama,
1393,Anna (1996),1/1/1997,Action|Thriller,"Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when some of the men accidentally killed one of the strippers, they are left to face the consequences of their action."
1394,Stranger in the House (1997),1/1/1997,Romance,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows."
1395,Picture Bride (1995),1/1/1998,Drama,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right?"
1607,M. Butterfly (1993),1/1/1998,Drama,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right?"
1396,"Ciao, Professore! (1993)",26/7/1996,Drama,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.
1397,Caro Diario (Dear Diary) (1994),1/1/1934,Drama,"Club-footed medical school student Philip Carey falls in love with cynical waitress Mildred Rogers. She rejects him and runs off with a salesman, later returning pregnant and unmarried. Philip takes her in, though a ""happily ever after"" ending is not to be."
1398,Withnail and I (1987),13/11/1996,Drama,"This film is the theatrical follow-up to a very popular German TV-series (also called ""Anna""), about a young girl who wants to make it as a prima ballerina."
1399,Boy's Life 2 (1997),1/1/1997,Thriller,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!"
1400,When Night Is Falling (1995),1/1/1995,Drama|Romance,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life."
1401,"Specialist, The (1994)",1/1/1993,Drama,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks."
1402,Gordy (1995),1/1/1993,Drama,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples"
1403,"Swan Princess, The (1994)",1/1/1994,Comedy|Drama,
1404,Harlem (1993),1/1/1987,Comedy,
1405,Barbarella (1968),7/3/1997,Drama,
1406,Land Before Time III: The Time of the Great Giving (1995) (V),1/1/1995,Drama|Romance,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town."
1407,Street Fighter (1994),1/1/1994,Action,
1408,Coldblooded (1995),1/1/1995,Comedy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.
1409,"Next Karate Kid, The (1994)",1/1/1994,Animation|Children's,
1410,No Escape (1994),1/1/1993,Drama,
1411,"Turning, The (1992)",1/1/1968,Adventure|Sci-Fi,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people."
1412,"Joy Luck Club, The (1993)",1/1/1995,Animation|Children's,
1413,Highlander III: The Sorcerer (1994),1/1/1994,Action,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.
1414,Gilligan's Island: The Movie (1998),1/1/1995,Action,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together."
1415,My Crazy Life (Mi vida loca) (1993),1/1/1994,Action|Children's,
1416,Suture (1993),1/1/1994,Action|Sci-Fi,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name."
1417,"Walking Dead, The (1995)",2/5/1997,Drama,
1418,I Like It Like That (1994),1/1/1993,Drama,
1419,I'll Do Anything (1994),1/1/1994,Action|Sci-Fi,
1420,Grace of My Heart (1996),1/1/1997,Comedy,
1421,Drunks (1995),1/1/1993,Drama,
1422,SubUrbia (1997),1/1/1993,Film-Noir|Thriller,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?"
1423,Sliding Doors (1998),1/1/1995,Drama|War,
1424,Ill Gotten Gains (1997),1/1/1994,Comedy|Drama|Romance,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?"
1425,Legal Deceit (1997),1/1/1994,Comedy|Drama,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way."
1426,"Mighty, The (1998)",13/9/1996,Comedy|Drama,"An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break, through the pain of rejection from the recording industry and a bad marriage, to her final triumph in realizing her dream to record her own hit album."
1427,Men of Means (1998),1/11/1996,Drama,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting"
